0
小时代电影全记录（精装限量版）（当当全球独家发售，揭秘郭敬明拍摄《小时代》的幕后花絮！杨幂领衔倾情撰文！独家爆料杨幂、柯震东等主演专访，随书附赠24款精美明信片（共48款随机搭配））
http://product.dangdang.com/product.aspx?product_id=23260498#ddclick?act=click&pos=23260498_0_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
1
郭敬明的小时代（小时代全集，当当独家发售郭敬明小时代系列珍藏套装，附赠精美限量海报。)
http://product.dangdang.com/product.aspx?product_id=23262291#ddclick?act=click&pos=23262291_1_2_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
2
小时代1.0折纸时代（修订版）（当当独家首发电影首映签名纪念章版。今单册突破200万之《小时代1.0折纸时代》重装再版。新增精彩内容，全新装帧设计，于电影火爆上映之际轰动上市。小时代全集之一）
http://product.dangdang.com/product.aspx?product_id=23262034#ddclick?act=click&pos=23262034_2_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
3
小时代3.0刺金时代（普通版）（小时代全集之一）
http://product.dangdang.com/product.aspx?product_id=22604598#ddclick?act=click&pos=22604598_3_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
4
小时代电影全记录（独家揭秘郭敬明拍摄《小时代》的幕后花絮！杨幂、郭采洁、郭碧婷、HOLD住姐倾情撰文！收录海量未曝光剧照！小时代全集）
http://product.dangdang.com/product.aspx?product_id=23260237#ddclick?act=click&pos=23260237_4_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
5
小时代2.0：虚铜时代（普通版）（小时代全集之一）
http://product.dangdang.com/product.aspx?product_id=20728219#ddclick?act=click&pos=20728219_5_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
6
致我们终将逝去的青春（辛夷坞全网最全番外收录【豪华珍藏版】。赵薇导演处女作原著小说，连续7年青春文学销量冠军。赵又廷、韩庚领衔主演，随书附赠电影珍藏卡册，当当独家赠送全彩青春记事本）
http://product.dangdang.com/product.aspx?product_id=23224098#ddclick?act=click&pos=23224098_6_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
7
《长相思2：诉衷情》（桐华最新最满意言情作品，长相思系列第二部，买书即有机会得长相思定制版ipad mini。相知意短，相思情长，诉尽爱恨痴缠、无尽相思。随书附赠李堃手绘精美人物海报。）
http://product.dangdang.com/product.aspx?product_id=23256159#ddclick?act=click&pos=23256159_7_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
8
诛仙第二部.4(金庸之后看《诛仙》，2013最值得期待的仙侠巨著，萧鼎谱写一代少年传奇)
http://product.dangdang.com/product.aspx?product_id=23270202#ddclick?act=click&pos=23270202_8_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
9
《少女病》（夏茗悠青春大作︱少女时代的烦恼，青春期的阵痛︱萌芽杂志主打连载︱随书赠送ENO手绘精美海报）当当网独家赠送精美卡贴
http://product.dangdang.com/product.aspx?product_id=23267834#ddclick?act=click&pos=23267834_9_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
10
后宫·甄嬛传（修订典藏套装全6册，当当网独家首发，赠送作者新写3万字番外+6大著名漫画家联袂手绘精美插画+甄嬛形象唯美海报。孙俪、蔡少芬等领衔主演同名剧集强档热播）
http://product.dangdang.com/product.aspx?product_id=22547083#ddclick?act=click&pos=22547083_10_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
11
长相思（桐华最新最动人言情力作，将虐心、浪漫、争斗、命运写到极致。爱而不得，忘却不能，写不尽的儿女情长，说不完的地老天荒。唯美装帧，超值定价，附赠精致手绘红豆书签。）
http://product.dangdang.com/product.aspx?product_id=23177190#ddclick?act=click&pos=23177190_11_1_p&cat=01.01.08.00.00.00&key=&qinfo=&pinfo=12480_1_48&minfo=&ninfo=&custid=&permid=&ref=&rcount=&type=&t=1372769436000
12
